Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Label_cleaned,Bwd Packet Length Min,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,RST Flag Count,URG Flag Count,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std
19.960019374,9,558,62,62,27.955884688511524,0.45090136594373426,2.49500242175,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.825688644999996,10,600,60,60,22.366620590440395,0.37277700984067325,2.9806320716666663,0,10,1.0,1,,,,,,,,,,,,,,,,,
17.2509105,15,930,62,62,53.91019795737738,0.8695193218931836,1.232207892857143,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.401470465000003,7,434,62,62,15.838566056312553,0.25546074284375087,4.566911744166667,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.666895327999995,13,780,60,60,34.41141756350198,0.5735236260583664,1.8889079439999998,0,13,1.0,1,,,,,,,,,,,,,,,,,
10.161013887,2,120,60,60,11.80984509366019,0.19683075156100316,10.161013887,0,2,1.0,1,,,,,,,,,,,,,,,,,
27.340885209000003,12,744,62,62,27.211993844116357,0.4389031265180057,2.4855350190000003,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.013032910000003,10,600,60,60,27.256580338251986,0.45427633897086644,2.445892545555556,0,10,1.0,1,,,,,,,,,,,,,,,,,
26.827738377000003,11,660,60,60,24.601402873595642,0.41002338122659404,2.6827738377,0,11,1.0,1,,,,,,,,,,,,,,,,,
14.182021213,7,420,60,60,29.614960638685655,0.4935826773114276,2.363670202166667,0,7,1.0,1,,,,,,,,,,,,,,,,,
17.873040246,6,360,60,60,20.14206844750816,0.33570114079180263,3.5746080491999996,0,6,1.0,1,,,,,,,,,,,,,,,,,
22.460275846000002,8,480,60,60,21.37106433113929,0.35618440551898817,3.208610835142857,0,8,1.0,1,,,,,,,,,,,,,,,,,
27.458942739999998,16,992,62,62,36.1266640668919,0.5826881301111596,1.8305961826666666,0,0,1.0,1,,,,,,,,,,,,,,,,,
16.097364332,8,480,60,60,29.81854607376976,0.49697576789616266,2.2996234760000003,0,8,1.0,1,,,,,,,,,,,,,,,,,
16.084218339,7,420,60,60,26.11255276121255,0.43520921268687585,2.6807030565,0,7,1.0,1,,,,,,,,,,,,,,,,,
27.655778012999995,9,540,60,60,19.52575695922079,0.3254292826536799,3.4569722516249994,0,9,1.0,1,,,,,,,,,,,,,,,,,
25.614457548000004,10,600,60,60,23.424271190425753,0.39040451984042923,2.846050838666667,0,10,1.0,1,,,,,,,,,,,,,,,,,
6.091158845999999,7,434,62,62,71.25080973467033,1.149206608623715,1.015193141,0,0,1.0,1,,,,,,,,,,,,,,,,,
23.033081102,6,360,60,60,15.629693587487113,0.2604948931247852,4.6066162204,0,6,1.0,1,,,,,,,,,,,,,,,,,
18.898929840999998,15,930,62,62,49.209135534353145,0.7936957344250507,1.3499235600714283,0,0,1.0,1,,,,,,,,,,,,,,,,,
28.47584099,16,992,62,62,34.83654794772753,0.5618798056085086,1.8983893993333332,0,0,1.0,1,,,,,,,,,,,,,,,,,
24.775327143,10,600,60,60,24.21764187156348,0.403627364526058,2.7528141269999997,0,10,1.0,1,,,,,,,,,,,,,,,,,
24.356545848,5,300,60,60,12.317017440493682,0.20528362400822806,6.089136462,0,5,1.0,1,,,,,,,,,,,,,,,,,
23.896896844000004,10,600,60,60,25.107862494315746,0.4184643749052624,2.6552107604444446,0,10,1.0,1,,,,,,,,,,,,,,,,,
24.861921894000005,13,780,60,60,31.373278515054764,0.5228879752509127,2.0718268245000004,0,13,1.0,1,,,,,,,,,,,,,,,,,
25.140366637000003,9,540,60,60,21.47940035231078,0.3579900058718463,3.1425458296250004,0,9,1.0,1,,,,,,,,,,,,,,,,,
29.581645539000004,15,930,62,62,31.438413349044488,0.5070711830491046,2.112974681357143,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.104494623,15,930,62,62,34.31165247445093,0.5534137495879183,1.936035330214286,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.881938461999997,9,540,60,60,23.5993991897486,0.3933233198291433,2.8602423077499997,0,9,1.0,1,,,,,,,,,,,,,,,,,
25.870960579,6,360,60,60,13.91521582280248,0.23192026371337468,5.1741921157999995,0,6,1.0,1,,,,,,,,,,,,,,,,,
23.083483660000002,13,780,60,60,33.79039366365726,0.563173227727621,1.9236236383333336,0,13,1.0,1,,,,,,,,,,,,,,,,,
28.819545359999996,14,868,62,62,30.11844875265583,0.48578143149444886,2.2168881046153843,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.834448267,12,744,62,62,27.725556068724668,0.4471863882052366,2.439495297,0,0,1.0,1,,,,,,,,,,,,,,,,,
28.727452236999998,9,540,60,60,18.79735089436501,0.31328918157275015,3.5909315296249997,0,9,1.0,1,,,,,,,,,,,,,,,,,
23.351798050000003,9,540,60,60,23.12455763979168,0.38540929399652796,2.9189747562500004,0,9,1.0,1,,,,,,,,,,,,,,,,,
20.952525921000003,6,360,60,60,17.181699302382643,0.2863616550397107,4.190505184200001,0,6,1.0,1,,,,,,,,,,,,,,,,,
25.283201279999997,14,868,62,62,34.33109559138866,0.5537273482482042,1.9448616369230767,0,0,1.0,1,,,,,,,,,,,,,,,,,
21.00544139,6,360,60,60,17.13841634250943,0.28564027237515716,4.201088278,0,6,1.0,1,,,,,,,,,,,,,,,,,
27.816821339999997,9,558,62,62,20.05980457578767,0.3235452350933495,3.4771026674999996,0,0,1.0,1,,,,,,,,,,,,,,,,,
16.139227571,8,472,56,60,29.24551363586445,0.49568667179431275,2.3056039387142855,0,8,1.0714285714285714,1,,,,,,,,,,,,,,,,,
16.149058694999997,9,540,60,60,33.43848147429129,0.5573080245715214,2.0186323368749997,0,9,1.0,1,,,,,,,,,,,,,,,,,
29.98665658,11,660,60,60,22.00978952885984,0.36682982548099735,2.9986656579999997,0,11,1.0,1,,,,,,,,,,,,,,,,,
24.706889114000003,12,744,62,62,30.11305861159255,0.4856944937353637,2.246080828545455,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.936507043000002,17,1054,62,62,37.728410297596554,0.6085227467354283,1.7460316901875002,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.445508717000003,9,540,60,60,17.73660624361575,0.2956101040602625,3.8056885896250003,0,9,1.0,1,,,,,,,,,,,,,,,,,
30.727406878999997,13,806,62,62,26.23065471075738,0.42307507597995775,2.5606172399166662,0,0,1.0,1,,,,,,,,,,,,,,,,,
28.618438724999997,10,600,60,60,20.965504294818935,0.3494250715803156,3.1798265249999997,0,10,1.0,1,,,,,,,,,,,,,,,,,
23.477477361000005,6,360,60,60,15.333845049213842,0.255564084153564,4.695495472200001,0,6,1.0,1,,,,,,,,,,,,,,,,,
20.250758253,15,930,62,62,45.924206312730405,0.7407130050440388,1.446482732357143,0,0,1.0,1,,,,,,,,,,,,,,,,,
20.536951870000003,17,1054,62,62,51.322124464812305,0.8277762010453598,1.2835594918750002,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.819356591000002,15,930,62,62,40.754873884866406,0.6573366755623613,1.6299540422142857,0,0,1.0,1,,,,,,,,,,,,,,,,,
29.128019431000002,11,682,62,62,23.413881661798456,0.3776432526096525,2.9128019431000003,0,0,1.0,1,,,,,,,,,,,,,,,,,
18.265609934000004,11,660,60,60,36.13347719483824,0.6022246199139707,1.8265609934000004,0,11,1.0,1,,,,,,,,,,,,,,,,,
21.637440153999997,13,806,62,62,37.25024745364803,0.6008104428007747,1.8031200128333331,0,0,1.0,1,,,,,,,,,,,,,,,,,
29.483267068,11,660,60,60,22.385578859960827,0.3730929809993471,2.9483267068,0,11,1.0,1,,,,,,,,,,,,,,,,,
24.975801638,8,480,60,60,19.21860234786991,0.3203100391311652,3.5679716625714284,0,8,1.0,1,,,,,,,,,,,,,,,,,
22.673721736,8,480,60,60,21.169881397895267,0.35283135663158777,3.239103105142857,0,8,1.0,1,,,,,,,,,,,,,,,,,
27.875531095000003,14,840,60,60,30.133955013709844,0.5022325835618308,2.1442716226923078,0,14,1.0,1,,,,,,,,,,,,,,,,,
13.854645765999997,10,620,62,62,44.7503321608923,0.7217795509821339,1.5394050851111107,0,0,1.0,1,,,,,,,,,,,,,,,,,
25.029329725,16,992,62,62,39.63350241094001,0.6392500388861292,1.6686219816666668,0,0,1.0,1,,,,,,,,,,,,,,,,,
16.963962647,16,992,62,62,58.47690310585721,0.943175856546084,1.1309308431333334,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.48823008,10,600,60,60,22.651570081801403,0.37752616803002337,2.9431366755555555,0,10,1.0,1,,,,,,,,,,,,,,,,,
30.936180809,17,1054,62,62,34.070139637061104,0.5495183812429211,1.9335113005624998,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.191733284999998,8,480,60,60,17.652423807230647,0.2942070634538441,3.884533326428571,0,8,1.0,1,,,,,,,,,,,,,,,,,
23.341587302000004,14,868,62,62,37.18684546897229,0.5997878301447144,1.7955067155384619,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.465205565999998,10,600,60,60,19.694598767769893,0.32824331279616487,3.3850228406666663,0,10,1.0,1,,,,,,,,,,,,,,,,,
21.053857283,9,558,62,62,26.50345694375723,0.4274751119960843,2.631732160375,0,0,1.0,1,,,,,,,,,,,,,,,,,
19.922349427,5,300,60,60,15.058464921482676,0.2509744153580446,4.98058735675,0,5,1.0,1,,,,,,,,,,,,,,,,,
27.197540043,12,744,62,62,27.355415189157444,0.4412163740186684,2.4725036402727274,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.892616192999995,7,434,62,62,16.138258802539557,0.26029449681515415,4.482102698833333,0,0,1.0,1,,,,,,,,,,,,,,,,,
17.578200259000003,9,540,60,60,30.719868475927797,0.5119978079321299,2.1972750323750003,0,9,1.0,1,,,,,,,,,,,,,,,,,
22.778879655,15,930,62,62,40.82729326838792,0.658504730135289,1.6270628325,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.560721262999998,21,1302,62,62,49.01975315759708,0.7906411799612432,1.32803606315,0,0,1.0,1,,,,,,,,,,,,,,,,,
19.071003299999997,12,720,60,60,37.753650852758234,0.6292275142126372,1.7337275727272725,0,12,1.0,1,,,,,,,,,,,,,,,,,
22.165972078,18,1116,62,62,50.347442290051596,0.8120555208072838,1.3038807104705883,0,0,1.0,1,,,,,,,,,,,,,,,,,
20.014692695999997,11,660,60,60,32.975774848239524,0.5495962474706587,2.0014692696,0,11,1.0,1,,,,,,,,,,,,,,,,,
26.507083115999997,7,420,60,60,15.844821482695805,0.2640803580449301,4.417847186,0,7,1.0,1,,,,,,,,,,,,,,,,,
20.238468053,14,868,62,62,42.888621694433745,0.6917519628134475,1.5568052348461536,0,0,1.0,1,,,,,,,,,,,,,,,,,
25.268986872,11,682,62,62,26.9896060120918,0.4353162260014807,2.5268986872,0,0,1.0,1,,,,,,,,,,,,,,,,,
6.174840692,5,300,60,60,48.58424936997549,0.8097374894995915,1.543710173,0,5,1.0,1,,,,,,,,,,,,,,,,,
26.75582256,8,480,60,60,17.940020304873784,0.299000338414563,3.8222603657142855,0,8,1.0,1,,,,,,,,,,,,,,,,,
17.794707116999998,10,620,62,62,34.84182099337219,0.5619648547318095,1.9771896796666664,0,0,1.0,1,,,,,,,,,,,,,,,,,
21.951584431999997,7,434,62,62,19.77078243916348,0.3188835877284432,3.658597405333333,0,0,1.0,1,,,,,,,,,,,,,,,,,
21.812789323000004,9,540,60,60,24.756118623976676,0.41260197706627794,2.7265986653750005,0,9,1.0,1,,,,,,,,,,,,,,,,,
17.731165377999996,9,540,60,60,30.454851020114383,0.5075808503352397,2.2163956722499996,0,9,1.0,1,,,,,,,,,,,,,,,,,
23.830183632999997,9,540,60,60,22.660337340087004,0.37767228900145006,2.9787729541249997,0,9,1.0,1,,,,,,,,,,,,,,,,,
27.527688608,6,360,60,60,13.077741655918691,0.21796236093197818,5.5055377216,0,6,1.0,1,,,,,,,,,,,,,,,,,
21.579630987999998,11,660,60,60,30.584396942052106,0.5097399490342017,2.1579630987999994,0,11,1.0,1,,,,,,,,,,,,,,,,,
22.765502797,11,660,60,60,28.991233177901684,0.48318721963169475,2.2765502797,0,11,1.0,1,,,,,,,,,,,,,,,,,
24.274029538,7,434,62,62,17.879190569517547,0.2883740414438314,4.045671589666667,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.054419928,9,540,60,60,19.95977002785879,0.3326628337976465,3.381802491,0,9,1.0,1,,,,,,,,,,,,,,,,,
17.358383790999998,11,682,62,62,39.28937211041528,0.6336995501679884,1.7358383790999998,0,0,1.0,1,,,,,,,,,,,,,,,,,
25.360277576999998,7,420,60,60,16.56133292408876,0.27602221540147936,4.2267129295,0,7,1.0,1,,,,,,,,,,,,,,,,,
26.894460433999996,13,806,62,62,29.96899684892188,0.4833709169180948,2.2412050361666664,0,0,1.0,1,,,,,,,,,,,,,,,,,
23.828864546,8,480,60,60,20.143637103370693,0.3357272850561782,3.404123506571428,0,8,1.0,1,,,,,,,,,,,,,,,,,
12.379760214000001,8,480,60,60,38.77296423376428,0.6462160705627379,1.7685371734285715,0,8,1.0,1,,,,,,,,,,,,,,,,,
32.113707907999995,12,720,60,60,22.420332216468765,0.3736722036078127,2.919427991636363,0,12,1.0,1,,,,,,,,,,,,,,,,,
23.317236772,13,780,60,60,33.45164813596807,0.5575274689328011,1.9431030643333334,0,13,1.0,1,,,,,,,,,,,,,,,,,
23.926666544,12,744,62,62,31.09501269772868,0.5015324628665916,2.1751515040000005,0,0,1.0,1,,,,,,,,,,,,,,,,,
29.175128220999998,9,540,60,60,18.508916084602255,0.3084819347433709,3.6468910276249997,0,9,1.0,1,,,,,,,,,,,,,,,,,
24.354178504999997,10,600,60,60,24.636429427369844,0.4106071571228307,2.7060198338888886,0,10,1.0,1,,,,,,,,,,,,,,,,,
26.218741320999996,15,930,62,62,35.47081031136735,0.5721098437317316,1.8727672372142856,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.430941105000002,9,540,60,60,20.430600554660042,0.34051000924433406,3.3038676381250003,0,9,1.0,1,,,,,,,,,,,,,,,,,
21.760380853,12,720,60,60,33.08765617954416,0.5514609363257361,1.9782164411818182,0,12,1.0,1,,,,,,,,,,,,,,,,,
22.055607927,11,660,60,60,29.924362193256176,0.4987393698876029,2.2055607927,0,11,1.0,1,,,,,,,,,,,,,,,,,
18.840368599,10,620,62,62,32.90806104679438,0.5307751781741029,2.093374288777778,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.539252909,17,1054,62,62,46.762863181642295,0.7542397287361661,1.4087033068125,0,0,1.0,1,,,,,,,,,,,,,,,,,
22.040304243,14,840,60,60,38.11199658311359,0.6351999430518932,1.6954080186923077,0,14,1.0,1,,,,,,,,,,,,,,,,,
11.389883029,4,240,60,60,21.07133140778807,0.35118885679646783,3.7966276763333333,0,4,1.0,1,,,,,,,,,,,,,,,,,
16.201508882,5,300,60,60,18.51679384833732,0.308613230805622,4.0503772205,0,5,1.0,1,,,,,,,,,,,,,,,,,
18.550803411,13,806,62,62,43.4482530024586,0.7007782742332033,1.54590028425,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.451688374000003,8,496,62,62,16.2880952250743,0.26271121330764996,4.350241196285714,0,0,1.0,1,,,,,,,,,,,,,,,,,
19.196002723,9,540,60,60,28.13085660552602,0.46884761009210035,2.399500340375,0,9,1.0,1,,,,,,,,,,,,,,,,,
11.559665823,7,420,60,60,36.33323025345038,0.6055538375575064,1.9266109704999999,0,7,1.0,1,,,,,,,,,,,,,,,,,
19.201743403,11,660,60,60,34.371878956412075,0.5728646492735345,1.9201743402999998,0,11,1.0,1,,,,,,,,,,,,,,,,,
19.192294911000005,9,540,60,60,28.13629128273246,0.468938188045541,2.3990368638750006,0,9,1.0,1,,,,,,,,,,,,,,,,,
23.069443025000005,7,420,60,60,18.205901180399213,0.3034316863399869,3.8449071708333338,0,7,1.0,1,,,,,,,,,,,,,,,,,
24.67821912,12,720,60,60,29.175525044936872,0.48625875074894787,2.2434744654545455,0,12,1.0,1,,,,,,,,,,,,,,,,,
27.025086943,10,620,62,62,22.941646822734516,0.3700265616570083,3.0027874381111115,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.937831752,17,1054,62,62,39.127128333992424,0.631082715064394,1.6836144845,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.396009601,18,1116,62,62,36.71534568679978,0.5921829949483836,1.7880005647647061,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.46567651,18,1116,62,62,36.631387444611185,0.5908288297517933,1.7920986182352943,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.890095787,10,620,62,62,23.056816342756896,0.3718841345605951,2.9877884207777776,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.549228591000002,10,600,60,60,21.779194216567383,0.362986570276123,3.061025399,0,10,1.0,1,,,,,,,,,,,,,,,,,
20.800412666999996,15,930,62,62,44.710651412962186,0.7211395389187449,1.4857437619285712,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.833108343999996,10,620,62,62,22.27562916571098,0.3592843413824352,3.0925675937777775,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.576662335,9,540,60,60,19.581775105344704,0.3263629184224117,3.447082791875,0,9,1.0,1,,,,,,,,,,,,,,,,,
31.07417385,15,930,62,62,29.928390195963328,0.4827159709026343,2.2195838464285713,0,0,1.0,1,,,,,,,,,,,,,,,,,
24.461010547,14,840,60,60,34.340363755046134,0.5723393959174355,1.881616195923077,0,14,1.0,1,,,,,,,,,,,,,,,,,
20.607282748000003,8,480,60,60,23.292736158850705,0.3882122693141784,2.943897535428572,0,8,1.0,1,,,,,,,,,,,,,,,,,
26.212932757999997,9,540,60,60,20.600518262695957,0.3433419710449326,3.2766165947499997,0,9,1.0,1,,,,,,,,,,,,,,,,,
23.835232954,15,930,62,62,39.01786912654985,0.629320469783062,1.7025166395714284,0,0,1.0,1,,,,,,,,,,,,,,,,,
16.120982285,11,660,60,60,40.94043330189045,0.6823405550315075,1.6120982285,0,11,1.0,1,,,,,,,,,,,,,,,,,
31.256367537,8,480,60,60,15.356870865809848,0.25594784776349744,4.465195362428571,0,8,1.0,1,,,,,,,,,,,,,,,,,
22.34136716,6,360,60,60,16.113606540809386,0.26856010901348976,4.468273432,0,6,1.0,1,,,,,,,,,,,,,,,,,
25.622724366999996,16,992,62,62,38.71563327112928,0.62444569792144,1.7081816244666663,0,0,1.0,1,,,,,,,,,,,,,,,,,
20.449668148,11,682,62,62,33.35017444117793,0.5379060393738375,2.0449668148,0,0,1.0,1,,,,,,,,,,,,,,,,,
27.598903167999996,17,1054,62,62,38.18992347572992,0.6159665076730633,1.7249314479999998,0,0,1.0,1,,,,,,,,,,,,,,,,,
23.086479648,16,992,62,62,42.968872479695605,0.6930463303176712,1.5390986432,0,0,1.0,1,,,,,,,,,,,,,,,,,
21.224474215,12,744,62,62,35.05387188692721,0.5653850304343099,1.929497655909091,0,0,1.0,1,,,,,,,,,,,,,,,,,
25.215161502,7,420,60,60,16.656645247609724,0.27761075412682873,4.202526917000001,0,7,1.0,1,,,,,,,,,,,,,,,,,
26.81542292,10,620,62,62,23.12102262379683,0.3729197197386585,2.9794914355555555,0,0,1.0,1,,,,,,,,,,,,,,,,,
24.635700346,15,930,62,62,37.75009384504875,0.6088724813717541,1.759692881857143,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.291933196,6,360,60,60,13.692412699982428,0.22820687833304049,5.258386639199999,0,6,1.0,1,,,,,,,,,,,,,,,,,
13.078439469,7,420,60,60,32.11392314775258,0.5352320524625429,2.1797399115,0,7,1.0,1,,,,,,,,,,,,,,,,,
15.883909537000001,9,540,60,60,33.996668058460244,0.5666111343076707,1.9854886921250001,0,9,1.0,1,,,,,,,,,,,,,,,,,
28.204282314000004,4,240,60,60,8.509346110213523,0.14182243517022539,9.401427438,0,4,1.0,1,,,,,,,,,,,,,,,,,
27.121124867,10,600,60,60,22.122976201848406,0.36871627003080676,3.0134583185555557,0,10,1.0,1,,,,,,,,,,,,,,,,,
17.930617195000004,6,360,60,60,20.077390314282482,0.334623171904708,3.5861234390000005,0,6,1.0,1,,,,,,,,,,,,,,,,,
19.920938247000002,20,1240,62,62,62.246064147442354,1.003968776571651,1.0484704340526316,0,0,1.0,1,,,,,,,,,,,,,,,,,
18.438796976000003,11,660,60,60,35.79409225336437,0.5965682042227395,1.8438796976000003,0,11,1.0,1,,,,,,,,,,,,,,,,,
18.818740812999998,15,930,62,62,49.418821867059,0.7970777720493387,1.3441957723571427,0,0,1.0,1,,,,,,,,,,,,,,,,,
26.080089379999997,13,780,60,60,29.90787296143845,0.4984645493573075,2.1733407816666666,0,13,1.0,1,,,,,,,,,,,,,,,,,
27.671987428,12,744,62,62,26.886395562870952,0.43365154133662825,2.515635220727273,0,0,1.0,1,,,,,,,,,,,,,,,,,
23.803704258000003,11,660,60,60,27.72677701111102,0.46211295018518367,2.3803704258000002,0,11,1.0,1,,,,,,,,,,,,,,,,,
30.371431332,9,540,60,60,17.779866681194054,0.29633111135323426,3.7964289165,0,9,1.0,1,,,,,,,,,,,,,,,,,
18.347269204,14,840,60,60,45.78338011287622,0.7630563352146037,1.4113284003076922,0,14,1.0,1,,,,,,,,,,,,,,,,,
28.494170361000002,13,780,60,60,27.374020373921354,0.4562336728986892,2.3745141967500003,0,13,1.0,1,,,,,,,,,,,,,,,,,
28.607863743000003,9,540,60,60,18.875928830307416,0.31459881383845695,3.5759829678750004,0,9,1.0,1,,,,,,,,,,,,,,,,,
19.540646789,10,620,62,62,31.728734810815784,0.5117537872712223,2.1711829765555555,0,0,1.0,1,,,,,,,,,,,,,,,,,
30.473540059,9,540,60,60,17.720291077259247,0.2953381846209875,3.809192507375,0,9,1.0,1,,,,,,,,,,,,,,,,,
27.723306092999998,11,660,60,60,23.806684447589994,0.3967780741264999,2.7723306093,0,11,1.0,1,,,,,,,,,,,,,,,,,
